co#	ordertype	ordertypedesc	order	orderdate	ordercount	linecount	shippedorders	shippedlines	invoicedorders	invoicedlines	sales_(eur)
08450	SZ	EDI Sales Order	20160018	2020-06-10	1	4	1	4	0	0	0
08450	SZ	EDI Sales Order	20160126	2020-06-10	1	1	1	1	0	0	0
08450	SZ	EDI Sales Order	20160250	2020-06-10	1	3	1	3	1	3	2880
08450	SO	Sales Order	20144846	2020-05-28	1	2	1	2	1	2	1358
08450	SO	Sales Order	20144893	2020-05-28	1	1	1	1	0	0	0
08450	SO	Sales Order	20144975	2020-05-28	1	1	1	1	1	1	83
08450	SO	Sales Order	20146149	2020-05-28	1	1	1	1	1	1	0
08450	SU	Home Patient Order	20144977	2020-05-28	1	1	1	1	0	0	0
08450	SZ	EDI Sales Order	20144885	2020-05-28	1	2	1	2	1	2	17920
08450	SZ	EDI Sales Order	20145031	2020-05-28	1	2	1	2	1	2	54
08450	SZ	EDI Sales Order	20145042	2020-05-28	1	3	1	3	0	0	0
08450	S4	Do Not Use	20146000	2020-05-29	1	2	1	2	1	2	0
08450	S4	Do Not Use	20146221	2020-05-29	1	1	1	1	1	1	0
08450	S4	Do Not Use	20146585	2020-05-29	1	1	1	1	1	1	0
08450	S4	Do Not Use	20147238	2020-05-29	1	1	1	1	1	1	0
08450	SF	Non Billable Service Orders	20147223	2020-05-29	1	1	1	1	1	1	0
08450	SU	Home Patient Order	20146513	2020-05-29	1	7	1	7	0	0	0
08450	SZ	EDI Sales Order	20146417	2020-05-29	1	1	1	1	1	1	1728
08450	SZ	EDI Sales Order	20146687	2020-05-29	1	1	1	1	1	1	822
08450	DI	Deemed Invoice (Rev)	20000446	2020-05-30	1	119	1	119	1	119	-202937
08450	DI	Deemed Invoice (Rev)	20000447	2020-05-30	1	2	1	2	1	2	-1008
08450	DQ	Miscellaneous Debit	20147980	2020-05-31	1	1	1	1	0	0	0
08450	S4	Do Not Use	20147812	2020-05-31	1	1	1	1	1	1	0
08450	S4	Do Not Use	20147868	2020-05-31	1	3	1	3	1	3	0
08450	DQ	Miscellaneous Debit	20149427	2020-06-01	1	1	1	1	1	1	312
08450	DQ	Miscellaneous Debit	20149432	2020-06-01	1	2	1	2	1	2	349
08450	DQ	Miscellaneous Debit	20149457	2020-06-01	1	1	1	1	0	0	307
08450	DQ	Miscellaneous Debit	20149458	2020-06-01	1	1	1	1	1	1	399
08450	DQ	Miscellaneous Debit	20149460	2020-06-01	1	3	1	3	0	0	598
08450	DQ	Miscellaneous Debit	20149470	2020-06-01	1	1	1	1	1	1	485
08450	DQ	Miscellaneous Debit	20164337	2020-06-01	1	2	1	2	1	2	224
08450	S4	Do Not Use	20148406	2020-06-01	1	2	1	2	1	2	0
08450	S4	Do Not Use	20148678	2020-06-01	1	2	1	2	1	2	0
08450	SO	Sales Order	20148011	2020-06-01	1	1	1	1	1	1	0
08450	SO	Sales Order	20148432	2020-06-01	1	1	1	1	1	1	454
08450	SO	Sales Order	20148548	2020-06-01	1	4	1	4	1	4	16632
08450	SU	Home Patient Order	20148793	2020-06-01	1	1	1	1	1	1	0
08450	SZ	EDI Sales Order	20148136	2020-06-01	1	1	1	1	1	1	76
08450	SZ	EDI Sales Order	20148249	2020-06-01	1	4	1	4	1	4	7286
08450	SZ	EDI Sales Order	20148612	2020-06-01	1	1	1	1	1	1	65
08450	SZ	EDI Sales Order	20148621	2020-06-01	1	1	1	1	1	1	356
08450	SZ	EDI Sales Order	20148622	2020-06-01	1	1	1	1	1	1	2464
08450	SZ	EDI Sales Order	20148853	2020-06-01	1	2	1	2	1	2	12000
08450	DB	Deemed Commission CrNote	20000281	2020-06-02	1	1	1	1	1	1	-155
08450	DQ	Miscellaneous Debit	20149957	2020-06-02	1	2	1	2	1	2	2880
08450	S4	Do Not Use	20150005	2020-06-02	1	1	1	1	1	1	0
08450	S4	Do Not Use	20150009	2020-06-02	1	4	1	4	1	4	0
08450	S4	Do Not Use	20150147	2020-06-02	1	8	1	8	1	8	0
08450	S4	Do Not Use	20150297	2020-06-02	1	3	1	3	1	3	0
08450	S4	Do Not Use	20150301	2020-06-02	1	2	1	2	1	2	0
08450	S4	Do Not Use	20150964	2020-06-02	1	2	1	2	1	2	0
08450	SO	Sales Order	20149535	2020-06-02	1	12	1	12	1	12	5308
08450	SO	Sales Order	20149614	2020-06-02	1	1	1	1	1	1	37
08450	SO	Sales Order	20149713	2020-06-02	1	4	1	4	1	4	0
08450	SO	Sales Order	20149870	2020-06-02	1	2	1	2	1	2	0
08450	SU	Home Patient Order	20149715	2020-06-02	1	1	1	1	1	1	0
08450	SU	Home Patient Order	20149796	2020-06-02	1	1	1	1	0	0	0
08450	SU	Home Patient Order	20149974	2020-06-02	1	8	1	8	1	8	0
08450	SU	Home Patient Order	20150112	2020-06-02	1	1	1	1	1	1	0
08450	SU	Home Patient Order	20150321	2020-06-02	1	2	1	2	0	0	0
08450	SZ	EDI Sales Order	20149626	2020-06-02	1	2	1	2	1	2	523
08450	SZ	EDI Sales Order	20149866	2020-06-02	1	4	1	4	1	4	2128
08450	SZ	EDI Sales Order	20150085	2020-06-02	1	1	1	1	1	1	480
08450	SZ	EDI Sales Order	20150239	2020-06-02	1	1	1	1	0	0	0
08450	S4	Do Not Use	20151776	2020-06-03	1	1	1	1	1	1	0
08450	SO	Sales Order	20151007	2020-06-03	1	3	1	3	1	3	1496
08450	SO	Sales Order	20151101	2020-06-03	1	1	1	1	1	1	960
08450	SU	Home Patient Order	20151128	2020-06-03	1	1	1	1	1	1	0
08450	SU	Home Patient Order	20151566	2020-06-03	1	2	1	2	1	2	0
08450	SZ	EDI Sales Order	20151183	2020-06-03	1	1	1	1	1	1	68
08450	SZ	EDI Sales Order	20151332	2020-06-03	1	1	1	1	1	1	168
08450	SZ	EDI Sales Order	20151344	2020-06-03	1	1	1	1	1	1	690
08450	SZ	EDI Sales Order	20151391	2020-06-03	1	13	1	13	1	13	14937
08450	SZ	EDI Sales Order	20151478	2020-06-03	1	1	1	1	1	1	1728
08450	SZ	EDI Sales Order	20151605	2020-06-03	1	1	1	1	1	1	156
08450	SZ	EDI Sales Order	20151609	2020-06-03	1	3	1	3	1	3	15345
08450	SZ	EDI Sales Order	20151681	2020-06-03	1	1	1	1	1	1	2320
08450	DI	Deemed Invoice (Rev)	20000459	2020-06-04	1	12	1	12	1	12	-38976
08450	S4	Do Not Use	20153027	2020-06-04	1	2	1	2	1	2	0
08450	SF	Non Billable Service Orders	20153974	2020-06-04	1	1	1	1	1	1	0
08450	SO	Sales Order	20152556	2020-06-04	1	9	1	9	1	9	1669
08450	SU	Home Patient Order	20152490	2020-06-04	1	3	1	3	1	3	0
08450	SU	Home Patient Order	20152823	2020-06-04	1	1	1	1	1	1	0
08450	SZ	EDI Sales Order	20152769	2020-06-04	1	1	1	1	1	1	84
08450	SZ	EDI Sales Order	20152863	2020-06-04	1	2	1	2	1	2	4486
08450	SZ	EDI Sales Order	20152973	2020-06-04	1	1	1	1	1	1	130
08450	SZ	EDI Sales Order	20153032	2020-06-04	1	15	1	15	1	15	11497
08450	CF	Misc Credit	20154413	2020-06-05	1	1	1	1	1	1	-1320
08450	S4	Do Not Use	20154987	2020-06-05	1	1	1	1	1	1	0
08450	S4	Do Not Use	20154991	2020-06-05	1	1	1	1	1	1	0
08450	SO	Sales Order	20154457	2020-06-05	1	2	1	2	1	2	0
08450	SO	Sales Order	20156528	2020-06-05	1	3	1	3	1	3	1928
08450	SZ	EDI Sales Order	20154331	2020-06-05	1	2	1	2	1	2	6820
08450	SZ	EDI Sales Order	20154693	2020-06-05	1	1	1	1	1	1	2126
08450	SZ	EDI Sales Order	20154901	2020-06-05	1	2	1	2	1	2	11520
08450	SZ	EDI Sales Order	20154910	2020-06-05	1	7	1	7	1	7	13492
08450	SZ	EDI Sales Order	20154956	2020-06-05	1	4	1	4	1	4	160
08450	DC	Deemed Commission Invoice	20000468	2020-06-06	1	116	1	116	1	116	28690
08450	DC	Deemed Commission Invoice	20000469	2020-06-06	1	13	1	13	1	13	6358
08450	DI	Deemed Invoice (Rev)	20000466	2020-06-06	1	116	1	116	1	116	-114760
08450	S4	Do Not Use	20155909	2020-06-06	1	3	1	3	1	3	0
08450	S4	Do Not Use	20155912	2020-06-06	1	2	1	2	1	2	0
08450	DQ	Miscellaneous Debit	20157506	2020-06-08	1	1	1	1	1	1	4313
08450	S4	Do Not Use	20157437	2020-06-08	1	2	1	2	1	2	0
08450	S4	Do Not Use	20158147	2020-06-08	1	2	1	2	1	2	0
08450	S4	Do Not Use	20158169	2020-06-08	1	2	1	2	1	2	0
08450	S4	Do Not Use	20158183	2020-06-08	1	1	1	1	1	1	0
08450	SO	Sales Order	20156861	2020-06-08	1	1	1	1	1	1	74
08450	SO	Sales Order	20157077	2020-06-08	1	4	1	4	1	4	32868
08450	SZ	EDI Sales Order	20156675	2020-06-08	1	1	1	1	0	0	0
08450	SZ	EDI Sales Order	20156749	2020-06-08	1	1	1	1	1	1	934
08450	SZ	EDI Sales Order	20156829	2020-06-08	1	1	1	1	0	0	0
08450	SZ	EDI Sales Order	20156883	2020-06-08	1	1	1	1	1	1	514
08450	SZ	EDI Sales Order	20156955	2020-06-08	1	2	1	2	0	0	0
08450	SZ	EDI Sales Order	20157004	2020-06-08	1	3	1	3	1	3	3163
08450	SZ	EDI Sales Order	20157049	2020-06-08	1	5	1	5	1	5	5592
08450	SZ	EDI Sales Order	20157276	2020-06-08	1	2	1	2	0	0	0
08450	SZ	EDI Sales Order	20157309	2020-06-08	1	1	1	1	1	1	2592
08450	SZ	EDI Sales Order	20157313	2020-06-08	1	1	1	1	1	1	1098
08450	SZ	EDI Sales Order	20157453	2020-06-08	1	2	1	2	1	2	1485
08450	S4	Do Not Use	20159546	2020-06-09	1	2	1	2	1	2	0
08450	S4	Do Not Use	20159562	2020-06-09	1	1	1	1	1	1	0
08450	SO	Sales Order	20158269	2020-06-09	1	1	1	1	1	1	850
08450	SU	Home Patient Order	20158416	2020-06-09	1	1	1	1	0	0	0
08450	SU	Home Patient Order	20158638	2020-06-09	1	1	1	1	1	1	0
08450	SZ	EDI Sales Order	20158400	2020-06-09	1	3	1	3	1	3	1908
08450	SZ	EDI Sales Order	20158544	2020-06-09	1	2	1	2	1	2	3985
08450	SZ	EDI Sales Order	20158629	2020-06-09	1	1	1	1	1	1	184
08450	SZ	EDI Sales Order	20158852	2020-06-09	1	5	1	5	1	5	2976
08450	SZ	EDI Sales Order	20158866	2020-06-09	1	1	1	1	1	1	106
08450	SZ	EDI Sales Order	20159641	2020-06-09	1	5	1	5	0	0	0
08450	CF	Misc Credit	20159595	2020-06-10	1	1	1	1	1	1	-320
08450	CF	Misc Credit	20159953	2020-06-10	1	1	1	1	1	1	-589
08450	CF	Misc Credit	20160978	2020-06-10	1	1	1	1	1	1	-107
08450	DQ	Miscellaneous Debit	20159862	2020-06-10	1	1	1	1	1	1	2640
08450	DQ	Miscellaneous Debit	20160610	2020-06-10	1	2	1	2	0	0	523
08450	SU	Home Patient Order	20158699	2020-06-09	1	2	1	2	0	0	0
08450	SU	Home Patient Order	20158871	2020-06-09	1	4	1	4	0	0	0
08450	SZ	EDI Sales Order	20158254	2020-06-09	1	1	1	1	1	1	640
08450	SZ	EDI Sales Order	20158491	2020-06-09	1	1	1	1	1	1	733
08450	SZ	EDI Sales Order	20158791	2020-06-09	1	6	1	6	1	6	17647
08450	CF	Misc Credit	20160367	2020-06-10	1	1	1	1	1	1	-1676
08450	DB	Deemed Commission CrNote	20000294	2020-06-10	1	4	1	4	1	4	-673
08450	DC	Deemed Commission Invoice	20000476	2020-06-10	1	120	1	120	1	120	49869
08450	DH	Deemed CrNote (Rev)	20000292	2020-06-10	1	4	1	4	1	4	2690
08450	DQ	Miscellaneous Debit	20159761	2020-06-10	1	1	1	1	1	1	336
08450	DQ	Miscellaneous Debit	20159966	2020-06-10	1	1	1	1	1	1	589
08450	DQ	Miscellaneous Debit	20160884	2020-06-10	1	1	1	1	1	1	3200
08450	S4	Do Not Use	20160230	2020-06-10	1	2	1	2	1	2	0
08450	S4	Do Not Use	20160231	2020-06-10	1	1	1	1	1	1	0
08450	S4	Do Not Use	20161764	2020-06-10	1	1	1	1	1	1	1163
08450	SO	Sales Order	20159599	2020-06-10	1	1	1	1	1	1	1214
08450	SO	Sales Order	20160513	2020-06-10	1	2	1	2	1	2	2627
08450	SU	Home Patient Order	20159743	2020-06-10	1	1	1	1	1	1	0
08450	SU	Home Patient Order	20160001	2020-06-10	1	1	1	1	1	1	0
08450	SZ	EDI Sales Order	20160177	2020-06-10	1	1	1	1	0	0	0
08450	SZ	EDI Sales Order	20160265	2020-06-10	1	1	1	1	1	1	1205
08450	SZ	EDI Sales Order	20160346	2020-06-10	1	13	1	13	0	0	0
08450	SZ	EDI Sales Order	20160523	2020-06-10	1	1	1	1	1	1	21
08450	SZ	EDI Sales Order	20160609	2020-06-10	1	4	1	4	1	4	1444
08450	SZ	EDI Sales Order	20161016	2020-06-10	1	3	1	3	1	3	1421
08450	CF	Misc Credit	20162068	2020-06-11	1	3	1	3	1	3	-2385
08450	CF	Misc Credit	20162108	2020-06-11	1	1	1	1	1	1	-507
08450	CF	Misc Credit	20162766	2020-06-11	1	1	1	1	1	1	-59
08450	DQ	Miscellaneous Debit	20161853	2020-06-11	1	1	1	1	1	1	733
08450	DQ	Miscellaneous Debit	20161877	2020-06-11	1	1	1	1	1	1	282
08450	DQ	Miscellaneous Debit	20162072	2020-06-11	1	3	1	3	1	3	2385
08450	DQ	Miscellaneous Debit	20162380	2020-06-11	1	1	1	1	1	1	660
08450	SO	Sales Order	20161985	2020-06-11	1	2	1	2	1	2	348
08450	SU	Home Patient Order	20162103	2020-06-11	1	1	1	1	1	1	0
08450	SU	Home Patient Order	20162348	2020-06-11	1	1	1	1	0	0	0
08450	SU	Home Patient Order	20162677	2020-06-11	1	1	1	1	1	1	0
08450	SZ	EDI Sales Order	20161872	2020-06-11	1	1	1	1	1	1	560
08450	SZ	EDI Sales Order	20161961	2020-06-11	1	1	1	1	1	1	728
08450	SZ	EDI Sales Order	20162247	2020-06-11	1	3	1	3	1	3	7776
08450	DH	Deemed CrNote (Rev)	20000301	2020-06-12	1	5	1	5	1	5	6346
08450	S4	Do Not Use	20163648	2020-06-12	1	2	1	2	1	2	0
08450	S4	Do Not Use	20163862	2020-06-12	1	2	1	2	1	2	0
08450	SO	Sales Order	20163651	2020-06-12	1	14	1	14	1	11	17043
08450	SO	Sales Order	20163662	2020-06-12	1	1	1	1	1	1	400
08450	SU	Home Patient Order	20163678	2020-06-12	1	1	1	1	1	1	0
08450	SU	Home Patient Order	20163683	2020-06-12	1	5	1	5	1	5	0
08450	SU	Home Patient Order	20163703	2020-06-12	1	1	1	1	0	0	0
08450	SZ	EDI Sales Order	20163793	2020-06-12	1	1	1	1	1	1	2400
08450	SZ	EDI Sales Order	20164191	2020-06-12	1	1	1	1	1	1	2109
08450	SZ	EDI Sales Order	20164237	2020-06-12	1	1	1	1	1	1	5736
08450	SZ	EDI Sales Order	20164238	2020-06-12	1	1	1	1	1	1	151
08450	SZ	EDI Sales Order	20165794	2020-06-12	1	5	1	5	1	5	1554
08450	DC	Deemed Commission Invoice	20000488	2020-06-13	1	85	1	85	1	85	24077
08450	DC	Deemed Commission Invoice	20000489	2020-06-13	1	1	1	1	1	1	174
08450	DI	Deemed Invoice (Rev)	20000486	2020-06-13	1	85	1	85	1	85	-96307
08450	CF	Misc Credit	20166876	2020-06-15	1	1	1	1	1	1	-661
08450	SF	Non Billable Service Orders	20167668	2020-06-15	1	1	1	1	1	1	0
08450	SO	Sales Order	20165968	2020-06-15	1	1	1	1	1	1	936
08450	SO	Sales Order	20166334	2020-06-15	1	3	1	3	1	3	1088
08450	SO	Sales Order	20167751	2020-06-15	1	1	1	1	1	1	2133
08450	SU	Home Patient Order	20166168	2020-06-15	1	1	1	1	1	1	0
08450	SZ	EDI Sales Order	20165932	2020-06-15	1	1	1	1	1	1	2425
08450	SZ	EDI Sales Order	20166157	2020-06-15	1	3	1	3	0	0	0
08450	SZ	EDI Sales Order	20166263	2020-06-15	1	5	1	5	1	2	2179
08450	SZ	EDI Sales Order	20166419	2020-06-15	1	1	1	1	0	0	0
08450	SZ	EDI Sales Order	20166422	2020-06-15	1	7	1	7	1	7	5785
08450	SZ	EDI Sales Order	20166570	2020-06-15	1	1	1	1	1	1	1736
08450	SZ	EDI Sales Order	20166672	2020-06-15	1	6	1	6	1	4	1235
08450	CF	Misc Credit	20168338	2020-06-16	1	1	1	1	1	1	-2256
08450	CF	Misc Credit	20168731	2020-06-16	1	3	1	3	1	3	-430
08450	CF	Misc Credit	20168801	2020-06-16	1	2	1	2	1	2	-500
08450	DI	Deemed Invoice (Rev)	20000492	2020-06-16	1	3	1	3	1	3	-3509
08450	S4	Do Not Use	20169609	2020-06-16	1	1	1	1	1	1	0
08450	S4	Do Not Use	20169611	2020-06-16	1	1	1	1	1	1	0
08450	S4	Do Not Use	20169613	2020-06-16	1	2	1	2	1	2	0
08450	SF	Non Billable Service Orders	20169608	2020-06-16	1	1	1	1	1	1	0
08450	SO	Sales Order	20167840	2020-06-16	1	2	1	2	1	2	2320
08450	SO	Sales Order	20167879	2020-06-16	1	2	1	2	1	2	422
08450	SO	Sales Order	20168423	2020-06-16	1	3	1	3	1	3	2159
08450	SO	Sales Order	20168525	2020-06-16	1	2	1	2	1	2	3651
08450	SO	Sales Order	20168624	2020-06-16	1	1	1	1	1	1	185
08450	SU	Home Patient Order	20168183	2020-06-16	1	1	1	1	1	1	0
08450	SZ	EDI Sales Order	20167708	2020-06-16	1	1	1	1	1	1	3200
08450	SZ	EDI Sales Order	20168314	2020-06-16	1	2	1	2	1	2	1380
08450	SZ	EDI Sales Order	20168427	2020-06-16	1	1	1	1	1	1	5472
08450	SZ	EDI Sales Order	20168586	2020-06-16	1	3	1	3	1	3	3163
08450	DC	Deemed Commission Invoice	20000499	2020-06-17	1	1	1	1	1	1	453
08450	DI	Deemed Invoice (Rev)	20000497	2020-06-17	1	1	1	1	1	1	-1812
08450	DQ	Miscellaneous Debit	20169684	2020-06-17	1	1	1	1	0	0	0
08450	S4	Do Not Use	20170421	2020-06-17	1	2	1	2	1	2	0
08450	S4	Do Not Use	20170424	2020-06-17	1	1	1	1	1	1	0
08450	S4	Do Not Use	20171423	2020-06-17	1	1	1	1	1	1	0
08450	SO	Sales Order	20170094	2020-06-17	1	16	1	16	1	16	49709
08450	SO	Sales Order	20170112	2020-06-17	1	1	1	1	1	1	1670
08450	SU	Home Patient Order	20169992	2020-06-17	1	1	1	1	1	1	0
08450	SU	Home Patient Order	20170430	2020-06-17	1	1	1	1	1	1	0
08450	SZ	EDI Sales Order	20169682	2020-06-17	1	3	1	3	0	0	0
08450	SZ	EDI Sales Order	20169840	2020-06-17	1	1	1	1	1	1	523
08450	SZ	EDI Sales Order	20169887	2020-06-17	1	2	1	2	1	2	740
08450	SZ	EDI Sales Order	20170079	2020-06-17	1	13	1	13	1	10	10073
08450	SZ	EDI Sales Order	20170339	2020-06-17	1	2	1	2	1	2	22400
08450	SZ	EDI Sales Order	20170545	2020-06-17	1	1	1	1	1	1	2310
08450	SZ	EDI Sales Order	20171533	2020-06-17	1	4	1	4	1	3	2975
08450	SZ	EDI Sales Order	20171681	2020-06-17	1	1	1	1	1	1	141
08450	SZ	EDI Sales Order	20172145	2020-06-17	1	7	1	7	1	7	17797
08450	DM	Deemed Move Principal	20000019	2020-06-18	1	2	1	1	0	0	0
08450	S4	Do Not Use	20172400	2020-06-18	1	2	1	2	1	2	0
08450	S4	Do Not Use	20171636	2020-06-18	1	2	1	2	1	2	0
08450	S4	Do Not Use	20171937	2020-06-18	1	1	1	1	1	1	0
08450	S4	Do Not Use	20173152	2020-06-18	1	2	1	2	1	2	0
08450	S4	Do Not Use	20173156	2020-06-18	1	3	1	3	1	3	0
08450	SO	Sales Order	20171529	2020-06-18	1	1	1	1	1	1	18000
08450	SO	Sales Order	20171601	2020-06-18	1	1	1	1	1	1	1080
08450	SO	Sales Order	20171647	2020-06-18	1	9	1	9	1	9	2482
08450	SO	Sales Order	20171938	2020-06-18	1	1	1	1	1	1	218
08450	SO	Sales Order	20172073	2020-06-18	1	1	1	1	1	1	0
08450	SO	Sales Order	20172247	2020-06-18	1	6	1	4	1	4	1868
08450	SZ	EDI Sales Order	20171893	2020-06-18	1	2	1	2	1	2	20160
08450	SZ	EDI Sales Order	20172004	2020-06-18	1	1	1	1	1	1	2121
08450	SZ	EDI Sales Order	20172160	2020-06-18	1	1	1	1	0	0	0
08450	SZ	EDI Sales Order	20173259	2020-06-18	1	6	1	6	1	6	3945
08450	S4	Do Not Use	20173818	2020-06-19	1	2	1	2	1	2	0
08450	S4	Do Not Use	20173982	2020-06-19	1	1	1	1	1	1	0
08450	S4	Do Not Use	20174020	2020-06-19	1	1	1	1	1	1	0
08450	S4	Do Not Use	20174410	2020-06-19	1	1	1	1	1	1	0
08450	S4	Do Not Use	20174411	2020-06-19	1	1	1	1	1	1	0
08450	S4	Do Not Use	20174412	2020-06-19	1	2	1	2	1	2	0
08450	SO	Sales Order	20173339	2020-06-19	1	1	1	1	0	0	0
08450	SO	Sales Order	20173426	2020-06-19	1	1	1	1	1	1	353
08450	SO	Sales Order	20173657	2020-06-19	1	1	1	1	1	1	0
08450	SU	Home Patient Order	20173517	2020-06-19	1	1	1	1	0	0	0
08450	SZ	EDI Sales Order	20173380	2020-06-19	1	1	1	1	1	1	733
08450	SZ	EDI Sales Order	20160297	2020-06-10	1	3	1	3	1	3	776
08450	SZ	EDI Sales Order	20160611	2020-06-10	1	1	1	1	1	1	1358
08450	SZ	EDI Sales Order	20160667	2020-06-10	1	1	1	1	1	1	10368
08450	SZ	EDI Sales Order	20160690	2020-06-10	1	1	1	1	1	1	1680
08450	SZ	EDI Sales Order	20161020	2020-06-10	1	3	1	3	0	0	0
08450	CF	Misc Credit	20162678	2020-06-11	1	9	1	9	1	9	-3761
08450	DH	Deemed CrNote (Rev)	20000296	2020-06-11	1	22	1	22	1	22	22070
08450	DQ	Miscellaneous Debit	20161846	2020-06-11	1	1	1	1	1	1	154
08450	DQ	Miscellaneous Debit	20161861	2020-06-11	1	8	1	8	1	8	29086
08450	DQ	Miscellaneous Debit	20162097	2020-06-11	1	1	1	1	1	1	82
08450	SO	Sales Order	20161847	2020-06-11	1	11	1	11	1	11	2785
08450	SO	Sales Order	20161886	2020-06-11	1	1	1	1	1	1	0
08450	SO	Sales Order	20162042	2020-06-11	1	9	1	9	1	6	562
08450	SZ	EDI Sales Order	20162090	2020-06-11	1	6	1	6	1	3	1402
08450	SZ	EDI Sales Order	20162196	2020-06-11	1	2	1	2	1	2	3648
08450	SZ	EDI Sales Order	20162359	2020-06-11	1	4	1	4	1	4	13434
08450	SZ	EDI Sales Order	20162593	2020-06-11	1	1	1	1	1	1	202
08450	DB	Deemed Commission CrNote	20000302	2020-06-12	1	43	1	43	1	43	-15837
08450	DQ	Miscellaneous Debit	20163913	2020-06-12	1	2	1	2	1	2	462
08450	S4	Do Not Use	20164054	2020-06-12	1	1	1	1	1	1	0
08450	S4	Do Not Use	20164270	2020-06-12	1	1	1	1	1	1	0
08450	S4	Do Not Use	20164925	2020-06-12	1	3	1	3	1	3	0
08450	S4	Do Not Use	20164927	2020-06-12	1	1	1	1	1	1	0
08450	SO	Sales Order	20163533	2020-06-12	1	1	1	1	1	1	5467
08450	SO	Sales Order	20163915	2020-06-12	1	12	1	12	1	6	3248
08450	SO	Sales Order	20163984	2020-06-12	1	15	1	15	1	12	0
08450	SU	Home Patient Order	20163582	2020-06-12	1	5	1	5	0	0	0
08450	SU	Home Patient Order	20163687	2020-06-12	1	4	1	4	1	4	0
08450	SU	Home Patient Order	20163787	2020-06-12	1	1	1	1	0	0	0
08450	SZ	EDI Sales Order	20164305	2020-06-12	1	5	1	5	1	5	5058
08450	DQ	Miscellaneous Debit	20166718	2020-06-15	1	1	1	1	1	1	148
08450	S4	Do Not Use	20167672	2020-06-15	1	2	1	2	1	2	0
08450	S4	Do Not Use	20167673	2020-06-15	1	1	1	1	1	1	0
08450	SO	Sales Order	20165791	2020-06-15	1	2	1	2	1	2	3020
08450	SO	Sales Order	20165948	2020-06-15	1	2	1	2	1	2	15360
08450	SO	Sales Order	20166447	2020-06-15	1	1	1	1	1	1	74
08450	SU	Home Patient Order	20165837	2020-06-15	1	1	1	1	1	1	0
08450	SU	Home Patient Order	20165843	2020-06-15	1	3	1	3	0	0	0
08450	SZ	EDI Sales Order	20165969	2020-06-15	1	1	1	1	1	1	960
08450	SZ	EDI Sales Order	20166095	2020-06-15	1	1	1	1	1	1	50
08450	SZ	EDI Sales Order	20166366	2020-06-15	1	2	1	2	1	2	10483
08450	SZ	EDI Sales Order	20166428	2020-06-15	1	1	1	1	1	1	533
08450	SZ	EDI Sales Order	20166631	2020-06-15	1	1	1	1	1	1	712
08450	SZ	EDI Sales Order	20167723	2020-06-15	1	1	1	1	1	1	140
08450	CF	Misc Credit	20168711	2020-06-16	1	2	1	2	1	2	-341
08450	DC	Deemed Commission Invoice	20000493	2020-06-16	1	148	1	148	1	148	42249
08450	DQ	Miscellaneous Debit	20168360	2020-06-16	1	1	1	1	1	1	2256
08450	S4	Do Not Use	20168290	2020-06-16	1	1	1	1	1	1	0
08450	S8	Hardware Placement	20168028	2020-06-16	1	1	1	1	1	1	0
08450	SO	Sales Order	20168116	2020-06-16	1	4	1	4	1	4	5778
08450	SO	Sales Order	20168190	2020-06-16	1	1	1	1	1	1	218
08450	SO	Sales Order	20168463	2020-06-16	1	2	1	2	1	1	207
08450	SU	Home Patient Order	20167745	2020-06-16	1	4	1	4	1	4	0
08450	SU	Home Patient Order	20167880	2020-06-16	1	2	1	2	0	0	0
08450	SU	Home Patient Order	20168023	2020-06-16	1	2	1	2	1	2	0
08450	SU	Home Patient Order	20168228	2020-06-16	1	1	1	1	1	1	0
08450	SU	Home Patient Order	20168849	2020-06-16	1	3	1	3	0	0	0
08450	SU	Home Patient Order	20168850	2020-06-16	1	3	1	3	0	0	0
08450	SZ	EDI Sales Order	20167823	2020-06-16	1	1	1	1	1	1	1111
08450	SZ	EDI Sales Order	20167827	2020-06-16	1	2	1	2	1	2	5682
08450	SZ	EDI Sales Order	20167885	2020-06-16	1	2	1	2	1	2	560
08450	SZ	EDI Sales Order	20168503	2020-06-16	1	3	1	3	1	3	2772
08450	SZ	EDI Sales Order	20168620	2020-06-16	1	1	1	1	1	1	252
08450	S4	Do Not Use	20169878	2020-06-17	1	3	1	3	1	3	0
08450	S4	Do Not Use	20170609	2020-06-17	1	3	1	3	1	3	0
08450	S4	Do Not Use	20171417	2020-06-17	1	1	1	1	1	1	0
08450	SZ	EDI Sales Order	20169810	2020-06-17	1	6	1	6	1	6	197
08450	SZ	EDI Sales Order	20169892	2020-06-17	1	1	1	1	1	1	1545
08450	SZ	EDI Sales Order	20170080	2020-06-17	1	1	1	1	1	1	338
08450	SZ	EDI Sales Order	20170270	2020-06-17	1	1	1	1	1	1	2390
08450	SZ	EDI Sales Order	20170334	2020-06-17	1	2	1	2	0	0	0
08450	SZ	EDI Sales Order	20170341	2020-06-17	1	5	1	5	1	5	11480
08450	SZ	EDI Sales Order	20171532	2020-06-17	1	2	1	2	1	2	1350
08450	SZ	EDI Sales Order	20171655	2020-06-17	1	1	1	1	1	1	1056
08450	CF	Misc Credit	20172346	2020-06-18	1	2	1	2	1	2	-605
08450	CF	Misc Credit	20172349	2020-06-18	1	1	1	1	1	1	-82
08450	CO	Credit note Customer Return	20172253	2020-06-18	1	1	1	1	1	1	0
08450	DC	Deemed Commission Invoice	20000502	2020-06-18	1	117	1	117	1	117	36462
